time,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,eff_1,eff_2,eff_3,eff_4,eff_5,eff_6
19.898000000000,6.282929420471,6.282249450684,6.282935142517,6.281166076660,6.282719612122,6.282691955566,0.009958173148,0.009330440313,0.009640485048,0.007790182717,0.009542269632,0.015192723833,0.007403613068,0.023424033076,0.009890426882,0.048809070140,0.016999088228,0.019745655358
19.920000000000,6.282925605774,6.282228946686,6.282931804657,6.281139373779,6.282714366913,6.282662868500,-0.017409747466,-0.009405747987,-0.017927223817,-0.014727493748,-0.017876422033,-0.013579377905,-0.001563782454,0.017194835469,-0.005998621229,0.037673443556,-0.005501708481,0.001159276813
19.938000000000,6.282924175262,6.282249450684,6.282934665680,6.281174659729,6.282724857330,6.282695293427,0.011847452261,0.014436542988,0.011975892819,0.015272879973,0.012558279559,0.020043805242,0.009446696378,0.023102663457,0.012924185954,0.043665178120,0.020759930834,0.019739123061
19.958000000000,6.282930374146,6.282234668732,6.282928943634,6.281148433685,6.282703399658,6.282658100128,-0.024692337960,-0.022838976234,-0.025161372498,-0.025578455999,-0.026163233444,-0.026071099564,-0.004894344602,0.011968509294,-0.005030965433,0.035711295903,-0.000451773114,0.005168186966
19.978000000000,6.282920837402,6.282243251801,6.282938480377,6.281166076660,6.282734870911,6.282693862915,0.014725647867,0.021516550332,0.015236033127,0.020799055696,0.016145253554,0.030675001442,0.011853697710,0.022584078833,0.010628965683,0.049336146563,0.013634513132,0.016015404835
19.998000000000,6.282936096191,6.282244682312,6.282934665680,6.281165122986,6.282710552216,6.282674312592,0.016809523106,0.010625325143,0.017119251192,0.011011581868,0.015768438578,0.009014296345,0.010465993546,0.026824036613,0.013975647278,0.046755738556,0.022169524804,0.023749774322
20.024000000000,6.282918453217,6.282227516174,6.282934188843,6.281161785126,6.282727718353,6.282674312592,-0.024684485048,-0.019076153636,-0.024938346818,-0.016696732491,-0.023797709495,-0.018747769296,-0.004613471683,0.009638112038,-0.009532081895,0.020371509716,-0.010182267986,-0.005615792237
20.041000000000,6.282929420471,6.282249450684,6.282935142517,6.281166076660,6.282719612122,6.282691955566,0.009958183393,0.009330434725,0.009640488774,0.007790181320,0.009542276151,0.015192722902,0.007403612137,0.023424036801,0.009890426882,0.048809070140,0.016999088228,0.019745651633
20.058000000000,6.282925605774,6.282228946686,6.282931804657,6.281139373779,6.282714366913,6.282662868500,-0.017409736291,-0.009405746125,-0.017927214503,-0.014727496542,-0.017876416445,-0.013579385355,-0.001563783851,0.017194833606,-0.005998621695,0.037673443556,-0.005501708947,0.001159278792
20.078000000000,6.282924175262,6.282249450684,6.282934665680,6.281174659729,6.282724857330,6.282695293427,0.011847452261,0.014436540194,0.011975893751,0.015272878110,0.012558281422,0.020043805242,0.009446694516,0.023102667183,0.012924185023,0.043665181845,0.020759930834,0.019739117473
20.098000000000,6.282930374146,6.282234668732,6.282928943634,6.281148433685,6.282703399658,6.282658100128,-0.024692330509,-0.022838974372,-0.025161366910,-0.025578459725,-0.026163229719,-0.026071105152,-0.004894344602,0.011968511157,-0.005030964967,0.035711295903,-0.000451772503,0.005168187898
20.118000000000,6.282920837402,6.282243251801,6.282938480377,6.281166076660,6.282734870911,6.282693862915,0.014725656249,0.021516541019,0.015236038715,0.020799051970,0.016145259142,0.030675001442,0.011853696778,0.022584080696,0.010628965683,0.049336146563,0.013634514064,0.016015406698
20.140000000000,6.282936096191,6.282244682312,6.282934665680,6.281165122986,6.282710552216,6.282674312592,0.016809519380,0.010625327006,0.017119249329,0.011011581868,0.015768436715,0.009014297277,0.010465993546,0.026824040338,0.013975647278,0.046755742282,0.022169524804,0.023749770597
20.158000000000,6.282918453217,6.282227516174,6.282934188843,6.281161785126,6.282727718353,6.282674312592,-0.024684483185,-0.019076155499,-0.024938346818,-0.016696734354,-0.023797713220,-0.018747769296,-0.004613473546,0.009638112038,-0.009532082826,0.020371515304,-0.010182268918,-0.005615790840
